"Automatic Order Cancel","Automatic Order Cancel"
"Expiration time (days)","Expiration time (days)"
"Expiration time (hours)","Expiration time (hours)"
"Expiration time (minutes)","Expiration time (minutes)"
"Order expiration time in days","Order expiration time in days"
"Order expiration time in hours","Order expiration time in hours"
"Order expiration time in minutes","Order expiration time in minutes"
"Orders with these statuses will be automatically cancelled after the given time period","Orders with these statuses will be automatically cancelled after the given time period"
"Statuses to cancel","Statuses to cancel"
